AB	ABa	ABal	ABalx	ABar	ABarx	ABp	ABpl	ABplx	ABpr	ABprx	C	Cx1	Cx2	D	E	EMS	Ea	Ep	MS	MSx1	MSx2	P0	P1	P2	P3	P4
nhr-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	50.185	59.6566666666667	0	0	0	0	0	0	0	0
nhr-178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.444	0	0	0	0	0	0
nhr-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94	0	0	0.271666666666667	0	0	0	0	0	0	0	0
nhr-18	0.882	8.732	0	0	0	0.0333333333333333	0.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-181	12.458	56.982	2.57	0	2.86	0	19.342	38.666	7.83181818181818	58.318	0	24.37	0	0	0	13.86	35.002	0.585	0	2.428	0	0	29.082	22.312	8.43	1.5	72.3833333333333
nhr-182	6.106	5.654	0	12.102	20.522	0	11.58	0	0	1.376	0.749166666666667	0	0	0	0	3.512	0	0	0	0	0	0	14.89	4.288	4.97	0.116	0
nhr-187	0	0	0	2.037	5.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-19	21.206	8.188	0	0	9.316	0	0	0.126	0	0.098	7.58333333333333	0	0	0	0	0	8.698	0	0	0	3.764	0	22.418	0.178	10.506	0	3.075
nhr-190	5.976	0.11	0	0.046	7.566	32.2133333333333	14.504	0.046	0.130909090909091	0	0.0341666666666667	0	0	95.7766666666667	0.12	0	0	0	3.37666666666667	15.994	0.378	0	11.244	3.532	11.458	7.452	3.93333333333333
nhr-192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.36	0	0	0	0	0	0	0	0
nhr-193	0	0	0	0.179	0	0	0	0	0.0590909090909091	0	0.0391666666666667	0	0	0	0	0	0	156.7525	3.01666666666667	0	0	0.122857142857143	0	0	0	0	0
nhr-2	83.616	80.318	175.164	427.924	297.112	456.175833333333	62.146	221.88	653.650909090909	204.6	677.381666666667	87.108	468.704	422.568333333333	13.6216666666667	132.634	62.648	149.695	317.126666666667	133.686	326.818	279.157142857143	76.872	122.744	28.844	107.006	69.2633333333333
nhr-20	66.252	74.626	24.098	0	65.446	0.025	52.796	27.032	0	5.354	10.8308333333333	26.068	4.626	0	22.6866666666667	10.07	77.652	0	0	0	0	0.112857142857143	74.172	86.208	55.248	32.27	35.6233333333333
nhr-201	0	0	0	0	0	0.179166666666667	0.56	0.494	0.427272727272727	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	10.118	0	1.24	0	0	0	0
nhr-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0	0	0	0	0	2.84	0	0	0	0	0
nhr-203	0	0	0	2.259	0	0	0	0	0	0	0	0	0	1.06333333333333	0	0	0	0	0	0	0	10.3942857142857	0	0	0	0	0
nhr-204	0	0	17.766	1.08	0	4.095	0	0.076	7.13363636363636	6.594	0.615833333333333	0.356	0	0.345	0	2.94	0.076	0	0	10.19	0	1.22285714285714	0	0	0	0	0
nhr-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.524	7.474	0	0	0
nhr-207	1.614	19.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.242	0	0	0	0	0	6.576	8.246	0	0	0
nhr-21	11.964	0	0.058	0.051	0	0	0	0.082	0	0	0	0.068	0	0	11.7883333333333	2.766	32.264	0	0	0	0.372	0	47.25	56.984	40.786	65.882	30.77
nhr-211	0	10.962	0	10.403	0	6.77166666666667	2.62	0	0	0	13.1125	0	0	0.998333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-22	29.866	28.422	26.192	3.391	7.378	23.2766666666667	32.22	19.5	1.20363636363636	12.292	8.14	58.616	4.232	13.1183333333333	1.88833333333333	15.442	24.186	21.2725	29.87	65.228	0.058	0.0385714285714286	29.998	34.29	20.738	16.64	38.1266666666667
nhr-221	0	0	0	0.153	0	0.0516666666666667	0	0	23.5190909090909	0	32.715	0	0	0	0	0	0	0	0.266666666666667	0	0	0	12.172	0	0	0	0
nhr-228	10.902	60.226	66.708	0	8.942	26.9566666666667	12.488	3.78	0.0709090909090909	9.846	0	32.706	0	0	0	0.726	2.136	0	2.37166666666667	1.438	0.084	0	14.33	23.29	0	19.134	69.1
nhr-23	95.572	41.652	12.63	0.45	13.236	0.9725	50.056	31.872	0.0209090909090909	20.656	0.0308333333333333	127.638	0.868	3.06833333333333	273.633333333333	65.282	111.77	0	0.075	3.402	0	0.421428571428571	95.028	73.878	91.96	110.532	212.293333333333
nhr-230	9.312	12.968	29.45	0	9.906	0	0.226	0.048	0.0654545454545454	21.106	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	0.116	0
nhr-232	0	0	0	0.109	0	0	0	0	0.0427272727272727	0	0.95	0	0.31	0	0	0	0	252.9825	55.2733333333333	0	0.182	0	0	0	0	0	0.195
nhr-237	2.484	3.25	0	7.199	0	0	1.954	8.266	0.0572727272727273	0	0	0	0	0	0	0	5.03	0	0	0	0	3.76428571428571	0.646	1.688	0	42.66	0
nhr-239	0	0	22.18	14.457	0	18.3333333333333	0	0.738	10.0454545454545	0	12.4616666666667	1.214	34.15	0	0	0	5.4	0.1825	13.6416666666667	0.226	0	0	1.216	0	0	0	0
nhr-243	21.16	4.364	0	0	0	0	12.916	0	0	0	0	0	0	0	4.72833333333333	0	11.686	0	0	0	0	0	9.19	3.71	2.114	1.242	0
nhr-244	0	0	0	2.234	0	0	0	0	0	0	2.69666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-25	1.162	0	0	0	8.552	0	4.82	0	0	0	0	0	0.136	0	31.22	0	0.298	0	1.23333333333333	0	0	0	0.478	0.278	0	0	0
nhr-253	0	0	0	11.237	0	0	0	12.084	0.630909090909091	0	0	0	0	0	0	0	8.302	0	0	0.198	0	0	0	0	0	0	0
nhr-254	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0	0	0	0	0	0	0
nhr-256	59.898	21.934	0.796	0.461	21.832	0.0575	76.782	0.044	6.19818181818182	9.058	0.396666666666667	66.39	9.038	0.138333333333333	63.7566666666667	1.306	66.15	10.18	4.375	35.51	0	15.85	47.21	97.164	27.388	16.778	64.9333333333333
nhr-258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8716666666667	0	0	0	0	0	0	0	0
nhr-266	0.306	0	0	0	0	0	0	0	0.0209090909090909	0	0	0	0	5.76	0	0	0	0	0	0	0	0.04	0	0	0	0	0
nhr-274	0	3.064	0.312	0.788	3.85	0	0	0	0	6.052	0.0733333333333333	26.464	0	0	0	0	0	0	21.2	0	0	12.4571428571429	0.218	4.816	0	0	0
nhr-275	0	0	0	0	0	0	0	22.362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0
nhr-276	0	0	0	1.933	0	5.00083333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-277	0	0	0	0	0	2.645	0	0	0	0	21.4491666666667	0.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-28	5.184	40.224	60.422	13.78	1.546	14.4441666666667	5.912	18.566	2.77727272727273	5.286	0.13	0.596	16.578	0.68	0	38.168	13.73	116.125	213.908333333333	10.698	0.084	0.31	7.138	26.028	2.018	0.072	0.88
nhr-281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.736	0	0	0	0	0	0	0	0	0	0
nhr-284	0	18.098	0	0	0	0	0.412	31.968	0	0	0	0	0	0	0	0	14.37	0	0	0	0	0	6.614	3.704	0	0	0
nhr-286	5.202	3.724	0	0	0	0.0675	0	0	0	0	1.47083333333333	0.076	0.356	0	0	0.102	20.752	0	0	0	17.802	29.9	4.65	9.742	6.408	90.492	0
nhr-287	0	0	0	0	0	0	0	0	0	0	2.575	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0
nhr-3	1.832	0	0	0	3.338	0	0	0	0	0	0	0.366	0	1.09166666666667	0	0	3.122	0	0	0	20.142	0.102857142857143	3.418	8.62	0	0	0.581666666666667
nhr-31	1.388	0	0	0.096	0	0.0641666666666667	0	0	0	0	0	0	0	0	0	0	0	60.495	12.695	0.064	0	0	9.404	13.1	3.848	0	0.055
nhr-32	12.608	10.856	15.7	31.385	8.244	3.41	4.634	26.91	28.6727272727273	12.488	2.01	0	19.126	17.6133333333333	0	0.214	48.2	0	0	0.184	0.188	1.92428571428571	11.892	8.656	22.922	0.078	2.45166666666667
nhr-34	42.81	42.496	56.242	69.686	77.124	80.72	26.226	28.758	37.6354545454545	117.606	10.7675	66.57	4.544	24.8333333333333	8.00666666666667	20.204	96.072	202.195	241.573333333333	57.43	89.684	3.98571428571429	35.762	33.79	19.732	8.768	0.16
nhr-35	2.242	1.6	42.398	2.614	26.03	10.8641666666667	28.472	27.438	12.4763636363636	0	0.1725	8.248	6.504	0	0	11.74	0.06	0.58	0	6.388	0	0	10.454	18.042	3.076	0.1	0
nhr-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.784	0	0	1.142	0	0	0	0
nhr-4	25.086	16.926	15.558	0.12	1.682	16.9308333333333	14.24	18.014	0	7.516	0	22.838	0	0	0	2.512	16.012	0	0	0	0.066	0	16.2	10.978	11.048	40.276	0.531666666666667
nhr-40	7.916	27.716	124.686	0.148	5.548	0.5875	11.468	2.456	38.0254545454545	27.23	6.53583333333333	0.094	0	25.1916666666667	9.91333333333333	3.354	6.388	40.465	3.38	0.87	0	10.9085714285714	43.508	13.188	10.516	21.564	67.5716666666667
nhr-42	13.342	2.836	6.062	0	1.378	0	5.964	0	0	0	0	0	0	0	0	0	7.578	0	7.61833333333333	0	0	0	12.272	3.976	10.122	0	0
nhr-43	0	0	13.236	0	0	0.0241666666666667	0	0.036	3.99636363636364	0	0	0	23.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-44	0	0	2.146	3.669	0	0	0	2.388	0	0	0	0	22.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-45	9.16	8.236	0	0.068	0.086	0	0.2	0	0	0	0.0216666666666667	0	0	24.5466666666667	31.3266666666667	0	12.51	11.1025	77.52	0	0.126	0.0357142857142857	2.926	15.084	0	0	0
nhr-46	62.458	62.14	52.828	33.639	31.082	25.1525	49.766	69.092	67.0154545454545	92.074	5.15166666666667	106.284	145.434	0.548333333333333	1.64	59.172	82.634	129.02	122.828333333333	0.134	201.228	11.6	49.6	55.348	8.406	20.748	24.2883333333333
nhr-47	45.588	14.818	98.59	3.385	8.252	21.2658333333333	72.05	72.214	43.7981818181818	169.116	29.6675	101.69	321.332	79.6183333333333	0.156666666666667	28.958	79.038	71.085	0.466666666666667	1.132	49.536	23.6214285714286	28.318	70.858	31.308	0.434	3.07833333333333
nhr-48	3.982	5.204	0.446	1.302	1.002	3.57916666666667	5.898	4.68	1.20181818181818	5.982	1.58833333333333	12.348	5.506	0	0	0.132	6.898	2.58	0.5	12.572	1.024	7.29714285714286	3.878	3.7	5.156	1.57	0.0566666666666667
nhr-49	150.726	161.922	162.836	92.077	162.938	70.555	153.36	149.986	21.03	240.78	44.2566666666667	145.344	179.006	122.81	52.015	174.886	172.56	82.1725	83.6566666666667	93.412	77.66	69.53	130.734	99.818	136.82	34.698	122.873333333333
nhr-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59	0	0	0	0	0	1.596	0	0	0	0
nhr-50	0	9.51	0	0	0	0	0	0	0.229090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-53	3.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5433333333333	0	0	0	0	0	0	0.106	0
nhr-54	0	0	0	10.421	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	12.42	0	0	0	0	0
nhr-56	0	0	5.738	11.647	0	0	0.364	0.044	0.0590909090909091	0	0	0	3.366	0	0	0	0.244	0	0	0.1	0	0.27	36.332	7.918	0	0	0
nhr-57	7.506	2.236	1.768	0.12	0	3.89416666666667	0.074	0	0.0509090909090909	0	0.1775	0	69.476	45.3433333333333	0.118333333333333	31.69	29.064	318.9575	165.19	9.434	3.782	29.5528571428571	4.706	5.86	14.676	0.118	0
nhr-61	31.328	22.186	16.76	39.271	25.364	21.695	23.548	16.83	12.5481818181818	85.89	11.0783333333333	9.268	6.302	20.42	40.0816666666667	71.388	18.84	73.92	40.3383333333333	9.92	0	0.215714285714286	16.18	18.466	7.42	39.874	43.665
nhr-62	0	0	0.214	0	0	0	0	2.762	0	0	0	0	0	0	0	0	6.06	0	0	0	0	0	1.692	1.814	0	0	0.84
nhr-63	0	0	0	34.054	0	3.8425	0	0	1.74272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-64	0	12.238	0	13.954	1.848	1.24416666666667	0	0	3.06363636363636	0	6.72166666666667	0	28.342	0	0	0	2.736	44.9375	13.2933333333333	1.582	0	17.3928571428571	3.64	0.47	14.098	0	11.015
nhr-65	12.132	9.23	24.408	0	1.97	0.158333333333333	1.574	0	0	0.104	18.5458333333333	13.216	0	0	0	0	7.1	0	0	0	0	0.0685714285714286	5.638	9.008	4.076	0	0
nhr-66	113.058	114.842	18.172	9.962	47.348	1.03833333333333	104.57	19.106	35.2281818181818	0.43	0	65.444	4.582	0.135	0.113333333333333	2.226	75.414	0.32	27.6416666666667	2.392	0	0.0385714285714286	86.954	108.974	180.968	37.282	67.145
nhr-68	11.954	2.052	0	0.204	0	0	0	0.076	0	5.204	0	0	0	0	0	0	0	0	94.0283333333333	0	0	0	0.602	2.192	0	0	0
nhr-69	1.184	13.114	2.328	11.26	0	0	8.44	0	0	0	0	0	16.158	0	0	0	0.084	47.6575	9.735	0	0	2.30714285714286	7.862	5.986	0	0	2.58166666666667
nhr-7	12.12	0.778	7.564	1.117	0.482	0.963333333333333	8.056	12.538	0	7.992	0.4075	0	0	1.715	0	0	0.214	0	0	39.626	117.52	6.35428571428571	0.206	1.716	0.286	0	0
nhr-70	7.128	1.96	0.546	0	7.618	0	10.18	51.976	0	28.982	0	0	0	0.14	21.4366666666667	5.932	8.58	0.6175	5.02333333333333	1.614	0.212	17.9357142857143	13.912	9.924	1.262	4.53	36.3866666666667
nhr-71	96.986	89.864	0.19	6.115	0	8.9425	87.71	70.48	1.86090909090909	1.73	0.743333333333333	62.046	4.764	99.6316666666667	6.13	7.83	57.802	71.66	79.7916666666667	0	48.822	0.0957142857142857	67.16	113.474	153.754	75.778	0.2
nhr-78	45.706	21.728	81.946	16.406	37.148	5.27583333333333	77.72	45.516	11.4481818181818	26.592	39.9616666666667	114.684	39.312	306.346666666667	155.19	38.914	67.206	0.55	10.3883333333333	52.336	108.96	2.19142857142857	34.738	65.496	64.27	31.506	119.751666666667
nhr-79	0	0	0	0	0	33.7841666666667	0	0	0	3.034	0	0	0	0.0683333333333333	0	0	0	0	0	0	0	14.8	0	0	0	0	0
nhr-83	0.04	2.494	0	8.582	0	1.74083333333333	0	0.904	0.852727272727273	3.826	0	0	4.282	0	0	0.068	0.122	0	0.05	0	7.778	6.68428571428571	0	0	0	0	0
nhr-84	23.11	18.254	0.058	0	0	10.08	23.108	1.272	0	0	0	0	0	0	0.0516666666666667	0	16.538	0	73.245	1.314	0.222	0	26.376	2.538	1.762	43.982	36.9916666666667
nhr-86	57.462	34.9	0.914	1.301	0.08	0.2625	35.476	12.08	0	0	0	28.83	0.062	0	91.5016666666667	101.806	60.008	0	33.7616666666667	0.076	0	0	66.486	86.418	101.096	20.01	20.8883333333333
nhr-87	0	0	1.014	14.276	6.68	8.6575	1.898	4.246	41.0263636363636	3.996	5.63333333333333	0	0	0	0	0	0	9.58	2.27833333333333	0	16.788	1.75142857142857	0.612	0	0	0	0
nhr-88	4.456	4.31	0.196	0.027	4.188	0.0525	3.764	0	0.231818181818182	0	0	0.774	0	0	8.45833333333333	0	20.63	0	1.33666666666667	0.072	0	0.235714285714286	5.946	6.098	1.53	1.446	9.86
nhr-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.055	0	0	0	0	0	0	0	0
nhr-91	0.056	0.094	0.042	28.544	6.75	10.9583333333333	0	8.046	0.0218181818181818	0	7.56416666666667	0.056	0.23	0	0	0	0	0	140.656666666667	18.904	0.266	0	3.75	0.062	0.15	0	0.0583333333333333
nhr-93	0	0	0	0	0	0.758333333333333	0	0.132	0	4.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-94	8.34	0	0	0	127.426	0	52.122	201.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.024	0	0	0	0
nhr-95	18.012	14.2	10.92	4.488	13.628	28.2883333333333	12.194	0.04	6.03909090909091	0	3.65083333333333	75.14	0	3.655	1.07833333333333	0	24.172	46.6875	0	54.638	0	0	28.412	26.924	13.984	3.674	0
nhr-96	0	0.938	0	0	0	0.0675	0	0	0	15.662	0	0	0	0	0	0	2.44	0	0	0	0	0	0	4.318	0	0	0
nhr-97	6.712	5.48	16.11	5.513	5.026	1.79916666666667	4.058	0.648	4.17	19.05	6.06333333333333	4.608	0	0.0466666666666667	27.9766666666667	1.458	13.19	0	0	12.4	7.638	0	11.536	4.042	8.42	0	0.711666666666667
nhx-5	13.704	8.084	4.088	9.422	25.178	14.7708333333333	20.708	17.32	0.533636363636364	3.922	0.586666666666667	2.056	1.96	0.25	0	13.772	9.484	0	0	2.286	0	0.257142857142857	23.954	8.404	2.92	6.684	17.345
nhx-8	0.028	0.036	0.044	0	0	0.1175	0.508	0.662	0.278181818181818	0.516	0	0.536	0	0	5.31	0.274	0	0	0.423333333333333	0	0	0	0.786	0.15	0.066	0.098	0
nid-1	0	0	0	0	0	7.57583333333333	0	0	0.0609090909090909	0	0.249166666666667	6.052	0.354	0	0.095	0.034	0	0.6975	0.035	10.94	47.896	0	0	0	0	0	0
nipa-1	48.408	37.402	6.754	23.857	31.986	9.22166666666667	46.826	16.77	15.7827272727273	10.956	22.0091666666667	62.546	16.33	34.6266666666667	6.705	35.642	41.17	16.4725	4.73166666666667	26.034	29.032	32.5642857142857	75.202	33.884	74.174	60.768	36.7733333333333
nipi-3	38.674	47.314	75.202	25.876	51.728	11.8875	47.384	55.668	22.9563636363636	28.76	12.1166666666667	25.512	15.556	6.91	10.3816666666667	39.506	30.428	28.9825	128.353333333333	16.766	0.918	6.71	44.164	39.302	30.8	34.218	29.3233333333333
nit-1	0	13.648	0	0.349	0	0.0583333333333333	0	0	0.0527272727272727	0	0.0575	52.18	0	0	0.308333333333333	0.298	9.17	191.6175	333.196666666667	0	0	41.6914285714286	0.052	0	0	0	0.216666666666667
nkat-1	0	0	0	0	0	0	0	0	0	0	0	14.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nkat-3	77.35	57.552	135.122	13.759	46.77	49.1908333333333	85.91	58.458	12.9254545454545	77.196	37.4166666666667	123.674	0	35.4133333333333	0.351666666666667	51.882	36.578	87.4125	50.5633333333333	21.604	0	0.568571428571429	71.602	67.386	46.812	23.888	19.4216666666667
nkb-1	9.48	9.066	1.43	3.715	7.414	0.733333333333333	0.524	1.372	30.8390909090909	33.554	3.6875	4.586	4.076	2.07333333333333	1.30166666666667	0.072	7.212	6.905	14.82	1.408	0.104	0	41.81	52.442	20.794	10.158	3.25666666666667
nkcc-1	26.814	25.718	1.214	2.584	11.798	0.768333333333333	18.944	0.894	23.9572727272727	0.03	5.65833333333333	3.554	0	0.728333333333333	4.81666666666667	0.126	26.034	1.24	8.57333333333333	2.288	13.602	0	20.362	38.446	42.904	37.272	43.285
nlp-11	0.24	1.618	0	6.735	0	0.359166666666667	0.738	0	0	24.458	0.0783333333333333	0	13.158	137.395	0	41.96	6.088	0	0	9.516	139.766	8.13571428571429	0	0	0	0	0.18
nlp-12	0	0	0	3.038	0	0	0	0	0.119090909090909	14.866	0	0	0	443.335	0.333333333333333	0	1.378	1.2475	0.341666666666667	0	0	0	0	0	0	0	0
nlp-15	0	0	0	0	0.13	13.6433333333333	0	0	4.86	0	29.5125	0	0	0	0	0	0	1.1475	1.39	1.946	0	0.998571428571429	0.722	0	0	0	0
nlp-17	0	0	0	0	0.398	0.825	0	0	0	3.624	2.015	0	0	0	0	24.796	0	0	121.543333333333	3.472	0	0	0	0	0	0	0
nlp-18	0.14	0	0	0	0	0	0	0	1.37090909090909	0.966	0	0	0	0	0	0	0	0	0	34.782	0	0	0.112	0	0	0	0
nlp-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	13.075	49.1366666666667	0	0	0	0	0	0	0	0
nlp-24	0.54	1.586	0.204	0	0.592	0	0	5.98	0	0	5.27083333333333	0.54	0	0	0	0	0	0	0	0	0	0	7.15	0	0	194.976	0
nlp-25	0	0	0	0	0	0	0	0	4.10818181818182	0	0	0	0	0	0	0	0	3.5175	22.1966666666667	0	0	0	0	0	0	0	0
nlp-31	0	0	0	1.765	0.376	0.481666666666667	0	0	0.151818181818182	7.994	0.336666666666667	0	0.694	1.57166666666667	1.54	0	0	888.5875	1444.18333333333	0	1.098	0.654285714285714	0	0	0	0	1.00333333333333
nlp-33	0	0	0	0	0	0	0	0	0	0	0	0	0	77.37	0	5.956	0	0	23.2033333333333	0	0	0	0	0	0	0	0
nlp-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.2275	76.3766666666667	0	0	0	0	0	0	0	0
nlp-35	0	0	0	1.044	0	8.6625	0	8.302	5.18818181818182	0	34.6283333333333	0	0	0	0	85.57	0.532	0	11.6683333333333	24.944	40.786	177.327142857143	0.146	0	0	0	0
nlp-36	66.458	95.998	129.468	58.63	159.162	52.7716666666667	99.46	125.752	116.020909090909	103.384	126.224166666667	73.098	8.308	29.2566666666667	17.87	46.208	61.356	7.4425	51.3216666666667	124.92	40.262	119.081428571429	97.844	116.752	77.03	144.296	59.8083333333333
nlp-38	0	0	7.068	0	0	7.7475	0	0	0.163636363636364	0	9.31416666666667	0	24.016	0	0	0	1.324	320.9425	0	5.976	0	3.61	0	0	0	0	0
nlp-4	0	0	0.104	0	0	0	0	10.628	0	0	0	0	0	0	29.705	0	0.456	0	0	0	0	0	5.73	0	5.038	0	0
nlp-40	8.14	34.492	14.052	4.815	14.85	10.8333333333333	11.794	0.168	0.276363636363636	0	3.31666666666667	10.756	20.118	18.12	0	4.752	3.844	0	0.171666666666667	0	0	82.5371428571429	12.646	5.122	3.352	0	0
nlp-41	5.744	8.878	8.516	4.402	12.416	4.43583333333333	10.354	15.964	7.17181818181818	18.092	8.72	11.74	2.038	9.29166666666667	10.0183333333333	5.512	9.934	5.9375	1.24666666666667	3.676	2.674	45.7785714285714	11.504	12.064	10.386	4.948	8.59
nlp-46	0	0	0	0	0	0.711666666666667	0	8.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nlp-47	0	0	0	0	0.27	10.6433333333333	0	0	35.2927272727273	0	80.9916666666667	0	0	0	0	6.266	0	1.0825	32.1816666666667	0.642	27.978	0	0	0	0	0	0
nlp-8	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
nlr-1	4.82	6.796	0.856	0	1.924	0	5.964	12.012	0	0.97	0	6.95	0	0	0	0	0.376	0	0	0	0	0.0742857142857143	9.188	2.334	0.834	0	0
nmgp-1	5.462	0	0	21.216	0.1	0.0558333333333333	0	0	0	0	0.1225	0	0	6.83333333333333	0	0	0	32.4025	0	0	89.918	0.198571428571429	0	7.334	0	0	0
nmt-1	94.068	13.818	4.316	17.62	12.33	0.2125	2.708	0.168	0.744545454545455	0.32	25.8908333333333	52.29	17.646	6.89333333333333	95.785	7.474	60.152	0.22	3.77666666666667	0.136	65.418	0.565714285714286	169.414	112.37	164.728	245.732	268.668333333333
nmur-3	0	0	0	0	0	0	0	0	59.0409090909091	0	0.0633333333333333	0	0	2.43166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
nmur-4	0.796	0	5.384	32.117	29.382	0.0308333333333333	0	0	0.0272727272727273	0	0	0	0	0	0	56.764	0	1.0875	0	0	0	0	0	0	0	0.088	0
nmy-1	9.82	7.636	8.126	1.26	5.382	15.6066666666667	10.446	16.976	6.29909090909091	5.506	13.6583333333333	1.756	10.174	2.56166666666667	8.74333333333333	20.014	8.9	13.3375	0.34	10.654	3.796	25.1642857142857	7.664	4.784	11.046	0.05	5.14666666666667
nmy-2	92.018	80.622	53.556	36.113	46.21	65.5633333333333	76.62	74.732	36.8272727272727	74.398	65.4091666666667	57.004	18.918	63.19	136.03	134.748	72.992	30.5775	52.39	34.794	81.534	33.1657142857143	72.726	98.592	110.28	89.788	54.6366666666667
noah-1	0.024	2.442	0	3.865	0.118	0.385833333333333	0	0	0.223636363636364	0.028	0	0	4.856	1.03833333333333	0	0	0.29	71.92	41.2433333333333	29.58	0.476	2.82571428571429	5.346	0	0	0	0
noah-2	10.376	3.408	0.188	12.045	12.19	0.1625	2.764	8.872	15.6336363636364	8.096	1.15916666666667	0	0	0	0	0	3.55	9.6225	11.0483333333333	8.954	8.684	0.557142857142857	5.974	24.626	14.914	0	0.0283333333333333
nob-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1475	58.76	0	0	0	0	0	0	0	0
nol-1	54.91	71.952	9.884	9.86	41.656	37.585	51.366	43.144	37.1145454545455	55.052	13.665	52.074	3.87	78.3683333333333	50.78	53.874	15.054	4.2775	22.9933333333333	84.264	24.916	29.3571428571429	65.024	28.162	45.5	13.996	9.19833333333333
nol-10	149.45	155.674	103.83	23.817	84.682	23.1366666666667	162.038	68.626	82.7990909090909	48.956	40.9925	105.094	8.05	6.60333333333333	63.7983333333333	81.352	80.078	70.43	65.7	125.124	8.034	58.8085714285714	106.422	186.938	178.256	184.224	195.61
nol-5	329.374	355.812	433.658	558.79	488.638	523.131666666667	370.326	514.482	452.608181818182	601.252	440.265	383.798	493.972	426.871666666667	501.765	458.174	345.068	590.8775	356.826666666667	555.774	251.56	337.451428571429	275.988	311.752	423.294	502.198	398.43
nol-6	10.218	0.014	0.358	0	0	3.14833333333333	0.03	0.424	0.812727272727273	0.406	5.395	5.072	0	19.275	3.105	0	2.334	0.07	0	0	1.384	6.35142857142857	17.94	9.686	22.256	6.17	4.36333333333333
nol-9	49.044	31.76	35.238	43.489	15.026	47.6683333333333	34.472	21.314	1.03090909090909	0.104	1.41916666666667	55.844	2.58	56.7716666666667	16.8666666666667	3.28	77.114	11.695	7.20666666666667	113.114	30.086	15.9571428571429	83.074	83.54	37.914	46.018	20.8716666666667
nos-1	80.762	22.4	0	0	0	0	18.066	0.09	0	0	0	3.582	0	0	27.3466666666667	0.09	38.834	0	0	0	0	0	73.32	77.742	109.396	107.86	49.4083333333333
nos-2	407.304	302.134	147.094	33.348	142.934	30.8366666666667	254.84	96.362	10.0545454545455	174.558	1.68833333333333	395.9	195.316	60.9666666666667	582.661666666667	197.284	445.19	59.9275	16.3133333333333	262.84	60.738	94.8614285714286	458.212	470.18	491.61	923.716	979.346666666667
nos-3	107.024	45.22	39.36	88.138	38.392	75.8366666666667	54.63	44.968	27.3627272727273	31.136	29.2091666666667	76.01	17.63	26.4283333333333	276.86	60.764	70.368	108.4025	58.5116666666667	30.688	49.782	46.2814285714286	115.402	99.648	99.528	110.22	108.395
nph-1	0	0	0	0	0	2.79	1.206	2	0	0.056	0	14.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
