Sequence_Name	WormBase_Gene_ID	Public_Name	Other_Name	cluster_set	RBP_assoc
cchl-1	NA	NA	NA	3	NA
cco-1	NA	NA	NA	4	NA
cco-2	NA	NA	NA	4	NA
ccpp-1	NA	NA	NA	3	NA
ccr-4	NA	NA	NA	4	NA
cct-1	NA	NA	NA	1	NA
cct-2	NA	NA	NA	3	NA
cct-3	NA	NA	NA	4	NA
cct-4	NA	NA	NA	3	NA
cct-5	NA	NA	NA	4	NA
cct-6	NA	NA	NA	5	NA
cct-7	NA	NA	NA	5	NA
cct-8	NA	NA	NA	2	NA
ccz-1	NA	NA	NA	3	NA
cdc-14	NA	NA	NA	5	NA
cdc-25.1	NA	NA	NA	3	NA
cdc-25.2	NA	NA	NA	3	NA
cdc-25.3	NA	NA	NA	1	NA
cdc-25.4	NA	NA	NA	2	NA
cdc-26	NA	NA	NA	4	NA
cdc-37	NA	NA	NA	3	NA
cdc-42	NA	NA	NA	5	NA
cdc-48.1	NA	NA	NA	5	NA
cdc-48.2	NA	NA	NA	2	NA
cdc-48.3	NA	NA	NA	3	NA
cdc-6	NA	NA	NA	3	NA
cdd-2	NA	NA	NA	3	NA
cdf-1	NA	NA	NA	5	NA
cdf-2	NA	NA	NA	2	NA
cdh-12	NA	NA	NA	2	NA
cdh-3	NA	NA	NA	2	NA
cdh-4	NA	NA	NA	4	NA
cdh-5	NA	NA	NA	2	NA
cdh-7	NA	NA	NA	2	NA
cdk-1	NA	NA	NA	4	NA
cdk-2	NA	NA	NA	1	NA
cdk-4	NA	NA	NA	4	NA
cdk-5	NA	NA	NA	3	NA
cdk-7	NA	NA	NA	1	NA
cdk-8	NA	NA	NA	3	NA
cdk-9	NA	NA	NA	3	NA
cdka-1	NA	NA	NA	2	NA
cdl-1	NA	NA	NA	1	NA
cdr-1	NA	NA	NA	2	NA
cdr-4	NA	NA	NA	2	NA
cdr-5	NA	NA	NA	2	NA
cdr-6	NA	NA	NA	5	NA
cdr-7	NA	NA	NA	4	NA
cdt-1	NA	NA	NA	4	NA
cdt-2	NA	NA	NA	3	NA
cdtl-7	NA	NA	NA	3	NA
cec-1	NA	NA	NA	1	NA
ced-1	NA	NA	NA	3	NA
ced-10	NA	NA	NA	3	NA
ced-11	NA	NA	NA	2	NA
ced-12	NA	NA	NA	1	NA
ced-13	NA	NA	NA	2	NA
ced-2	NA	NA	NA	5	NA
ced-3	NA	NA	NA	3	NA
ced-4	NA	NA	NA	1	NA
ced-5	NA	NA	NA	3	NA
ced-6	NA	NA	NA	5	NA
ced-7	NA	NA	NA	3	NA
ced-8	NA	NA	NA	2	NA
ced-9	NA	NA	NA	2	NA
cee-1	NA	NA	NA	3	NA
ceh-10	NA	NA	NA	2	NA
ceh-100	NA	NA	NA	4	NA
ceh-13	NA	NA	NA	2	NA
ceh-16	NA	NA	NA	2	NA
ceh-20	NA	NA	NA	1	NA
ceh-21	NA	NA	NA	4	NA
ceh-30	NA	NA	NA	2	NA
ceh-31	NA	NA	NA	2	NA
ceh-32	NA	NA	NA	2	NA
ceh-36	NA	NA	NA	2	NA
ceh-37	NA	NA	NA	2	NA
ceh-38	NA	NA	NA	3	NA
ceh-39	NA	NA	NA	4	NA
ceh-40	NA	NA	NA	4	NA
ceh-41	NA	NA	NA	4	NA
ceh-43	NA	NA	NA	1	NA
ceh-44	NA	NA	NA	3	NA
ceh-48	NA	NA	NA	2	NA
ceh-49	NA	NA	NA	4	NA
ceh-5	NA	NA	NA	4	NA
ceh-51	NA	NA	NA	2	NA
ceh-52	NA	NA	NA	2	NA
ceh-53	NA	NA	NA	2	NA
ceh-6	NA	NA	NA	2	NA
ceh-9	NA	NA	NA	2	NA
ceh-91	NA	NA	NA	5	NA
cel-1	NA	NA	NA	4	NA
cep-1	NA	NA	NA	5	NA
ces-1	NA	NA	NA	2	NA
ces-2	NA	NA	NA	2	NA
cey-1	NA	NA	NA	5	NA
cey-2	NA	NA	NA	3	NA
cey-3	NA	NA	NA	3	NA
cey-4	NA	NA	NA	3	NA
cfim-1	NA	NA	NA	3	NA
cfim-2	NA	NA	NA	1	NA
cfz-2	NA	NA	NA	1	NA
cgef-1	NA	NA	NA	1	NA
cgef-2	NA	NA	NA	2	NA
cgh-1	NA	NA	NA	3	NA
cgp-1	NA	NA	NA	4	NA
cgr-1	NA	NA	NA	2	NA
cgt-3	NA	NA	NA	5	NA
chc-1	NA	NA	NA	3	NA
chch-3	NA	NA	NA	4	NA
chd-3	NA	NA	NA	4	NA
che-13	NA	NA	NA	2	NA
che-14	NA	NA	NA	2	NA
chin-1	NA	NA	NA	3	NA
chk-1	NA	NA	NA	3	NA
chk-2	NA	NA	NA	2	NA
chn-1	NA	NA	NA	5	NA
cho-1	NA	NA	NA	2	NA
chp-1	NA	NA	NA	4	NA
chs-1	NA	NA	NA	5	NA
chs-2	NA	NA	NA	2	NA
cht-1	NA	NA	NA	4	NA
chtl-1	NA	NA	NA	3	NA
cic-1	NA	NA	NA	3	NA
cid-1	NA	NA	NA	3	NA
cids-1	NA	NA	NA	3	NA
cids-2	NA	NA	NA	1	NA
cif-1	NA	NA	NA	2	NA
cil-1	NA	NA	NA	2	NA
cir-1	NA	NA	NA	4	NA
cit-1.1	NA	NA	NA	3	NA
cit-1.2	NA	NA	NA	1	NA
cka-1	NA	NA	NA	3	NA
ckb-1	NA	NA	NA	2	NA
ckb-2	NA	NA	NA	1	NA
ckb-4	NA	NA	NA	1	NA
ckc-1	NA	NA	NA	2	NA
cki-1	NA	NA	NA	2	NA
cki-2	NA	NA	NA	5	NA
ckk-1	NA	NA	NA	2	NA
cks-1	NA	NA	NA	1	NA
cku-70	NA	NA	NA	3	NA
cku-80	NA	NA	NA	1	NA
clc-2	NA	NA	NA	2	NA
clc-3	NA	NA	NA	2	NA
clc-5	NA	NA	NA	2	NA
cle-1	NA	NA	NA	2	NA
clec-100	NA	NA	NA	2	NA
clec-104	NA	NA	NA	2	NA
clec-117	NA	NA	NA	2	NA
clec-118	NA	NA	NA	2	NA
clec-12	NA	NA	NA	2	NA
clec-122	NA	NA	NA	2	NA
clec-123	NA	NA	NA	2	NA
clec-126	NA	NA	NA	2	NA
clec-135	NA	NA	NA	2	NA
clec-140	NA	NA	NA	2	NA
clec-144	NA	NA	NA	2	NA
clec-148	NA	NA	NA	1	NA
clec-157	NA	NA	NA	4	NA
clec-164	NA	NA	NA	2	NA
clec-169	NA	NA	NA	2	NA
clec-173	NA	NA	NA	2	NA
clec-177	NA	NA	NA	2	NA
clec-180	NA	NA	NA	2	NA
clec-181	NA	NA	NA	2	NA
clec-183	NA	NA	NA	2	NA
clec-193	NA	NA	NA	2	NA
clec-196	NA	NA	NA	2	NA
clec-20	NA	NA	NA	2	NA
clec-203	NA	NA	NA	2	NA
clec-211	NA	NA	NA	2	NA
clec-218	NA	NA	NA	2	NA
clec-219	NA	NA	NA	2	NA
clec-221	NA	NA	NA	2	NA
clec-225	NA	NA	NA	2	NA
clec-235	NA	NA	NA	2	NA
clec-244	NA	NA	NA	2	NA
clec-254	NA	NA	NA	2	NA
clec-258	NA	NA	NA	2	NA
clec-259	NA	NA	NA	2	NA
clec-261	NA	NA	NA	2	NA
clec-264	NA	NA	NA	2	NA
clec-266	NA	NA	NA	4	NA
clec-29	NA	NA	NA	2	NA
clec-33	NA	NA	NA	2	NA
clec-39	NA	NA	NA	2	NA
clec-4	NA	NA	NA	1	NA
clec-42	NA	NA	NA	2	NA
clec-44	NA	NA	NA	1	NA
clec-50	NA	NA	NA	2	NA
clec-52	NA	NA	NA	2	NA
clec-53	NA	NA	NA	2	NA
clec-58	NA	NA	NA	2	NA
clec-60	NA	NA	NA	2	NA
clec-72	NA	NA	NA	2	NA
clec-78	NA	NA	NA	2	NA
clec-8	NA	NA	NA	2	NA
clec-84	NA	NA	NA	2	NA
clec-87	NA	NA	NA	4	NA
clec-88	NA	NA	NA	4	NA
clec-90	NA	NA	NA	2	NA
clec-91	NA	NA	NA	4	NA
clec-95	NA	NA	NA	2	NA
clec-99	NA	NA	NA	2	NA
clh-1	NA	NA	NA	2	NA
clh-3	NA	NA	NA	3	NA
clh-4	NA	NA	NA	2	NA
clh-5	NA	NA	NA	3	NA
clh-6	NA	NA	NA	3	NA
clic-1	NA	NA	NA	5	NA
clk-1	NA	NA	NA	2	NA
clk-2	NA	NA	NA	5	NA
cln-3.2	NA	NA	NA	3	NA
clp-1	NA	NA	NA	2	NA
clp-2	NA	NA	NA	3	NA
clp-4	NA	NA	NA	2	NA
clp-6	NA	NA	NA	2	NA
clp-7	NA	NA	NA	3	NA
clpf-1	NA	NA	NA	1	NA
clpp-1	NA	NA	NA	3	NA
clr-1	NA	NA	NA	3	NA
cls-1	NA	NA	NA	1	NA
cls-2	NA	NA	NA	3	NA
cls-3	NA	NA	NA	3	NA
clu-1	NA	NA	NA	5	NA
cmd-1	NA	NA	NA	4	NA
cmk-1	NA	NA	NA	2	NA
cnb-1	NA	NA	NA	3	NA
cnc-10	NA	NA	NA	2	NA
cnc-2	NA	NA	NA	2	NA
cnc-3	NA	NA	NA	2	NA
cnd-1	NA	NA	NA	1	NA
cng-1	NA	NA	NA	4	NA
cnk-1	NA	NA	NA	1	NA
cnp-3	NA	NA	NA	1	NA
cnt-1	NA	NA	NA	3	NA
cnt-2	NA	NA	NA	5	NA
cnx-1	NA	NA	NA	1	NA
coel-1	NA	NA	NA	2	NA
cogc-1	NA	NA	NA	4	NA
cogc-2	NA	NA	NA	3	NA
cogc-3	NA	NA	NA	5	NA
cogc-4	NA	NA	NA	3	NA
cogc-5	NA	NA	NA	3	NA
cogc-6	NA	NA	NA	3	NA
cogc-8	NA	NA	NA	1	NA
coh-1	NA	NA	NA	4	NA
coh-3	NA	NA	NA	3	NA
coh-4	NA	NA	NA	5	NA
col-101	NA	NA	NA	2	NA
col-104	NA	NA	NA	2	NA
col-120	NA	NA	NA	2	NA
col-121	NA	NA	NA	2	NA
col-132	NA	NA	NA	2	NA
col-136	NA	NA	NA	2	NA
col-155	NA	NA	NA	4	NA
col-158	NA	NA	NA	2	NA
col-160	NA	NA	NA	2	NA
col-162	NA	NA	NA	2	NA
col-173	NA	NA	NA	2	NA
col-181	NA	NA	NA	2	NA
col-184	NA	NA	NA	2	NA
col-2	NA	NA	NA	2	NA
col-34	NA	NA	NA	2	NA
col-38	NA	NA	NA	2	NA
col-40	NA	NA	NA	2	NA
col-41	NA	NA	NA	2	NA
col-45	NA	NA	NA	2	NA
col-48	NA	NA	NA	2	NA
col-53	NA	NA	NA	2	NA
col-63	NA	NA	NA	2	NA
col-68	NA	NA	NA	2	NA
col-69	NA	NA	NA	2	NA
col-70	NA	NA	NA	2	NA
col-72	NA	NA	NA	2	NA
col-78	NA	NA	NA	2	NA
col-8	NA	NA	NA	2	NA
col-83	NA	NA	NA	2	NA
col-84	NA	NA	NA	2	NA
col-86	NA	NA	NA	2	NA
col-89	NA	NA	NA	2	NA
col-90	NA	NA	NA	3	NA
col-92	NA	NA	NA	2	NA
com-1	NA	NA	NA	3	NA
coq-1	NA	NA	NA	3	NA
coq-2	NA	NA	NA	3	NA
coq-3	NA	NA	NA	3	NA
coq-4	NA	NA	NA	3	NA
coq-5	NA	NA	NA	3	NA
coq-6	NA	NA	NA	1	NA
coq-8	NA	NA	NA	3	NA
cpar-1	NA	NA	NA	2	NA
cpb-1	NA	NA	NA	5	NA
cpb-2	NA	NA	NA	2	NA
cpb-3	NA	NA	NA	3	NA
cpf-1	NA	NA	NA	3	NA
cpf-2	NA	NA	NA	2	NA
cpg-1	NA	NA	NA	5	NA
cpg-2	NA	NA	NA	5	NA
cpg-3	NA	NA	NA	2	NA
cpg-4	NA	NA	NA	3	NA
cpg-8	NA	NA	NA	4	NA
cpg-9	NA	NA	NA	2	NA
cpi-1	NA	NA	NA	2	NA
cpi-2	NA	NA	NA	4	NA
cpin-1	NA	NA	NA	2	NA
cpl-1	NA	NA	NA	2	NA
cpn-1	NA	NA	NA	3	NA
cpn-2	NA	NA	NA	1	NA
cpn-3	NA	NA	NA	2	NA
cpna-1	NA	NA	NA	3	NA
cpna-3	NA	NA	NA	3	NA
cpna-4	NA	NA	NA	1	NA
cpr-2	NA	NA	NA	2	NA
cpr-3	NA	NA	NA	2	NA
cpr-4	NA	NA	NA	2	NA
cps-6	NA	NA	NA	2	NA
cpsf-1	NA	NA	NA	1	NA
cpsf-2	NA	NA	NA	4	NA
cpsf-3	NA	NA	NA	1	NA
cpsf-4	NA	NA	NA	3	NA
cpt-1	NA	NA	NA	3	NA
cpt-2	NA	NA	NA	3	NA
cpt-3	NA	NA	NA	1	NA
cpt-4	NA	NA	NA	2	NA
cpt-6	NA	NA	NA	1	NA
cpx-1	NA	NA	NA	2	NA
cpz-1	NA	NA	NA	1	NA
cra-1	NA	NA	NA	3	NA
crb-1	NA	NA	NA	2	NA
crh-1	NA	NA	NA	4	NA
cri-2	NA	NA	NA	2	NA
cri-3	NA	NA	NA	5	NA
crls-1	NA	NA	NA	1	NA
crm-1	NA	NA	NA	2	NA
crml-1	NA	NA	NA	1	NA
crn-1	NA	NA	NA	4	NA
crn-2	NA	NA	NA	1	NA
crn-3	NA	NA	NA	1	NA
crn-4	NA	NA	NA	5	NA
crn-5	NA	NA	NA	3	NA
crn-6	NA	NA	NA	2	NA
crn-7	NA	NA	NA	2	NA
crt-1	NA	NA	NA	4	NA
csb-1	NA	NA	NA	3	NA
csc-1	NA	NA	NA	4	NA
csk-1	NA	NA	NA	2	NA
csn-1	NA	NA	NA	1	NA
csn-2	NA	NA	NA	1	NA
csn-3	NA	NA	NA	1	NA
csn-4	NA	NA	NA	4	NA
csn-5	NA	NA	NA	5	NA
csn-6	NA	NA	NA	1	NA
csnk-1	NA	NA	NA	3	NA
csp-2	NA	NA	NA	1	NA
csq-1	NA	NA	NA	2	NA
csr-1	NA	NA	NA	3	NA
cst-1	NA	NA	NA	4	NA
ctb-1	NA	NA	NA	4	NA
ctbp-1	NA	NA	NA	2	NA
ctg-1	NA	NA	NA	3	NA
cth-1	NA	NA	NA	2	NA
cth-2	NA	NA	NA	4	NA
ctl-3	NA	NA	NA	2	NA
ctn-1	NA	NA	NA	4	NA
ctns-1	NA	NA	NA	3	NA
cts-1	NA	NA	NA	3	NA
cua-1	NA	NA	NA	1	NA
cuc-1	NA	NA	NA	3	NA
cul-1	NA	NA	NA	4	NA
cul-2	NA	NA	NA	4	NA
cul-3	NA	NA	NA	5	NA
cul-4	NA	NA	NA	3	NA
cul-5	NA	NA	NA	3	NA
cup-2	NA	NA	NA	5	NA
cup-5	NA	NA	NA	3	NA
cut-1	NA	NA	NA	2	NA
cut-5	NA	NA	NA	2	NA
cutc-1	NA	NA	NA	3	NA
cuti-1	NA	NA	NA	1	NA
cutl-13	NA	NA	NA	2	NA
cutl-14	NA	NA	NA	2	NA
cutl-16	NA	NA	NA	2	NA
cutl-2	NA	NA	NA	2	NA
cutl-20	NA	NA	NA	2	NA
cutl-21	NA	NA	NA	1	NA
cutl-25	NA	NA	NA	2	NA
cutl-26	NA	NA	NA	2	NA
cutl-28	NA	NA	NA	2	NA
cutl-29	NA	NA	NA	2	NA
cutl-3	NA	NA	NA	2	NA
cutl-7	NA	NA	NA	2	NA
cutl-9	NA	NA	NA	2	NA
cux-7	NA	NA	NA	3	NA
cwn-1	NA	NA	NA	4	NA
cwn-2	NA	NA	NA	2	NA
cwp-1	NA	NA	NA	2	NA
cwp-4	NA	NA	NA	2	NA
cya-1	NA	NA	NA	3	NA
cyb-1	NA	NA	NA	4	NA
cyb-2.1	NA	NA	NA	3	NA
cyb-2.2	NA	NA	NA	3	NA
cyb-3	NA	NA	NA	4	NA
cyc-1	NA	NA	NA	1	NA
cyc-2.1	NA	NA	NA	4	NA
cyc-2.2	NA	NA	NA	2	NA
cyd-1	NA	NA	NA	1	NA
cye-1	NA	NA	NA	3	NA
cyh-1	NA	NA	NA	2	NA
cyk-1	NA	NA	NA	3	NA
cyk-3	NA	NA	NA	1	NA
cyk-4	NA	NA	NA	1	NA
cyl-1	NA	NA	NA	1	NA
cyld-1	NA	NA	NA	5	NA
cyn-1	NA	NA	NA	5	NA
cyn-10	NA	NA	NA	3	NA
cyn-11	NA	NA	NA	3	NA
cyn-12	NA	NA	NA	4	NA
cyn-13	NA	NA	NA	4	NA
cyn-15	NA	NA	NA	1	NA
cyn-16	NA	NA	NA	4	NA
cyn-2	NA	NA	NA	2	NA
cyn-3	NA	NA	NA	3	NA
cyn-4	NA	NA	NA	4	NA
cyn-5	NA	NA	NA	4	NA
cyn-6	NA	NA	NA	2	NA
cyn-7	NA	NA	NA	5	NA
cyn-8	NA	NA	NA	1	NA
cyn-9	NA	NA	NA	2	NA
cyp-13A2	NA	NA	NA	2	NA
cyp-13B2	NA	NA	NA	1	NA
cyp-23A1	NA	NA	NA	2	NA
cyp-25A1	NA	NA	NA	2	NA
cyp-25A2	NA	NA	NA	2	NA
cyp-25A3	NA	NA	NA	4	NA
cyp-25A4	NA	NA	NA	2	NA
cyp-29A1	NA	NA	NA	2	NA
cyp-29A2	NA	NA	NA	1	NA
cyp-29A3	NA	NA	NA	2	NA
cyp-31A1	NA	NA	NA	2	NA
cyp-31A2	NA	NA	NA	2	NA
cyp-31A3	NA	NA	NA	2	NA
cyp-31A5	NA	NA	NA	5	NA
cyp-33A1	NA	NA	NA	1	NA
cyp-33C11	NA	NA	NA	2	NA
cyp-33C2	NA	NA	NA	1	NA
cyp-33C4	NA	NA	NA	2	NA
cyp-33C9	NA	NA	NA	2	NA
cyp-33E1	NA	NA	NA	2	NA
cyp-35A4	NA	NA	NA	2	NA
cyp-35D1	NA	NA	NA	2	NA
cyp-36A1	NA	NA	NA	2	NA
cyp-43A1	NA	NA	NA	2	NA
cyp-44A1	NA	NA	NA	3	NA
cyy-1	NA	NA	NA	3	NA
czw-1	NA	NA	NA	3	NA
dab-1	NA	NA	NA	3	NA
dac-1	NA	NA	NA	2	NA
dad-1	NA	NA	NA	4	NA
daf-1	NA	NA	NA	3	NA
daf-10	NA	NA	NA	2	NA
daf-12	NA	NA	NA	2	NA
daf-14	NA	NA	NA	3	NA
daf-15	NA	NA	NA	3	NA
daf-16	NA	NA	NA	5	NA
daf-18	NA	NA	NA	3	NA
daf-19	NA	NA	NA	3	NA
daf-2	NA	NA	NA	1	NA
daf-21	NA	NA	NA	1	NA
daf-25	NA	NA	NA	3	NA
daf-3	NA	NA	NA	2	NA
daf-4	NA	NA	NA	3	NA
daf-5	NA	NA	NA	3	NA
daf-6	NA	NA	NA	2	NA
daf-8	NA	NA	NA	2	NA
dao-2	NA	NA	NA	2	NA
dao-3	NA	NA	NA	4	NA
dao-4	NA	NA	NA	2	NA
dao-5	NA	NA	NA	3	NA
dap-3	NA	NA	NA	5	NA
dars-1	NA	NA	NA	5	NA
dars-2	NA	NA	NA	3	NA
daz-1	NA	NA	NA	3	NA
dbr-1	NA	NA	NA	5	NA
dcaf-1	NA	NA	NA	3	NA
dcap-1	NA	NA	NA	3	NA
dcap-2	NA	NA	NA	3	NA
dcn-1	NA	NA	NA	4	NA
dcp-66	NA	NA	NA	4	NA
dcr-1	NA	NA	NA	1	NA
dcs-1	NA	NA	NA	1	NA
dct-1	NA	NA	NA	2	NA
dct-11	NA	NA	NA	2	NA
dct-13	NA	NA	NA	4	NA
dct-6	NA	NA	NA	2	NA
ddb-1	NA	NA	NA	3	NA
ddl-1	NA	NA	NA	5	NA
ddl-3	NA	NA	NA	5	NA
ddo-2	NA	NA	NA	2	NA
ddo-3	NA	NA	NA	2	NA
ddp-1	NA	NA	NA	1	NA
ddr-2	NA	NA	NA	2	NA
ddx-19	NA	NA	NA	1	NA
ddx-23	NA	NA	NA	3	NA
deg-1	NA	NA	NA	2	NA
del-1	NA	NA	NA	2	NA
del-3	NA	NA	NA	2	NA
del-4	NA	NA	NA	2	NA
dep-1	NA	NA	NA	5	NA
deps-1	NA	NA	NA	3	NA
des-2	NA	NA	NA	2	NA
dgk-2	NA	NA	NA	4	NA
dgk-4	NA	NA	NA	3	NA
dgn-1	NA	NA	NA	2	NA
dgn-2	NA	NA	NA	2	NA
dgn-3	NA	NA	NA	2	NA
dhc-1	NA	NA	NA	1	NA
dhcr-7	NA	NA	NA	2	NA
dhfr-1	NA	NA	NA	3	NA
dhhc-1	NA	NA	NA	1	NA
dhhc-2	NA	NA	NA	2	NA
dhod-1	NA	NA	NA	3	NA
dhp-1	NA	NA	NA	2	NA
dhp-2	NA	NA	NA	2	NA
dhs-1	NA	NA	NA	3	NA
dhs-11	NA	NA	NA	3	NA
dhs-12	NA	NA	NA	2	NA
dhs-13	NA	NA	NA	4	NA
dhs-17	NA	NA	NA	1	NA
dhs-18	NA	NA	NA	2	NA
dhs-19	NA	NA	NA	4	NA
dhs-22	NA	NA	NA	5	NA
dhs-24	NA	NA	NA	2	NA
dhs-25	NA	NA	NA	3	NA
dhs-27	NA	NA	NA	5	NA
dhs-29	NA	NA	NA	4	NA
dhs-3	NA	NA	NA	2	NA
dhs-30	NA	NA	NA	3	NA
dhs-4	NA	NA	NA	2	NA
dhs-5	NA	NA	NA	2	NA
dhs-6	NA	NA	NA	3	NA
dhs-8	NA	NA	NA	1	NA
dhs-9	NA	NA	NA	4	NA
dic-1	NA	NA	NA	3	NA
die-1	NA	NA	NA	4	NA
dif-1	NA	NA	NA	3	NA
dim-1	NA	NA	NA	5	NA
din-1	NA	NA	NA	4	NA
dis-3	NA	NA	NA	3	NA
div-1	NA	NA	NA	4	NA
djr-1.1	NA	NA	NA	4	NA
dkf-1	NA	NA	NA	3	NA
dkf-2	NA	NA	NA	2	NA
dlc-1	NA	NA	NA	4	NA
dlc-2	NA	NA	NA	2	NA
dlc-4	NA	NA	NA	2	NA
dlc-5	NA	NA	NA	2	NA
dlg-1	NA	NA	NA	5	NA
dli-1	NA	NA	NA	3	NA
dmd-6	NA	NA	NA	3	NA
dmd-7	NA	NA	NA	1	NA
dml-1	NA	NA	NA	2	NA
dna-2	NA	NA	NA	3	NA
dnc-1	NA	NA	NA	3	NA
dnc-2	NA	NA	NA	3	NA
dnc-3	NA	NA	NA	4	NA
dnc-4	NA	NA	NA	2	NA
dnc-5	NA	NA	NA	4	NA
dnc-6	NA	NA	NA	5	NA
dnj-1	NA	NA	NA	3	NA
dnj-10	NA	NA	NA	3	NA
dnj-11	NA	NA	NA	1	NA
dnj-12	NA	NA	NA	1	NA
dnj-13	NA	NA	NA	5	NA
dnj-14	NA	NA	NA	1	NA
dnj-15	NA	NA	NA	5	NA
dnj-16	NA	NA	NA	3	NA
dnj-17	NA	NA	NA	3	NA
dnj-18	NA	NA	NA	5	NA
dnj-19	NA	NA	NA	4	NA
dnj-2	NA	NA	NA	3	NA
dnj-20	NA	NA	NA	4	NA
dnj-21	NA	NA	NA	3	NA
dnj-22	NA	NA	NA	1	NA
dnj-23	NA	NA	NA	4	NA
dnj-25	NA	NA	NA	3	NA
dnj-26	NA	NA	NA	3	NA
dnj-27	NA	NA	NA	1	NA
dnj-28	NA	NA	NA	3	NA
dnj-29	NA	NA	NA	3	NA
dnj-3	NA	NA	NA	2	NA
dnj-30	NA	NA	NA	1	NA
dnj-4	NA	NA	NA	5	NA
dnj-5	NA	NA	NA	3	NA
dnj-7	NA	NA	NA	1	NA
dnj-8	NA	NA	NA	3	NA
dnj-9	NA	NA	NA	3	NA
dod-18	NA	NA	NA	4	NA
dod-19	NA	NA	NA	2	NA
dod-6	NA	NA	NA	2	NA
dog-1	NA	NA	NA	3	NA
dom-3	NA	NA	NA	1	NA
dop-2	NA	NA	NA	2	NA
dop-4	NA	NA	NA	2	NA
dpf-2	NA	NA	NA	2	NA
dpf-3	NA	NA	NA	1	NA
dpf-4	NA	NA	NA	5	NA
dpf-5	NA	NA	NA	5	NA
dpf-6	NA	NA	NA	2	NA
dpf-7	NA	NA	NA	3	NA
dph-1	NA	NA	NA	1	NA
dph-2	NA	NA	NA	5	NA
dph-3	NA	NA	NA	1	NA
dpl-1	NA	NA	NA	4	NA
dpm-1	NA	NA	NA	5	NA
dpm-3	NA	NA	NA	1	NA
dpy-10	NA	NA	NA	3	NA
dpy-11	NA	NA	NA	4	NA
dpy-14	NA	NA	NA	2	NA
dpy-17	NA	NA	NA	2	NA
dpy-18	NA	NA	NA	2	NA
dpy-19	NA	NA	NA	3	NA
dpy-20	NA	NA	NA	2	NA
dpy-21	NA	NA	NA	4	NA
dpy-22	NA	NA	NA	4	NA
dpy-23	NA	NA	NA	4	NA
dpy-26	NA	NA	NA	1	NA
dpy-27	NA	NA	NA	1	NA
dpy-28	NA	NA	NA	1	NA
dpy-30	NA	NA	NA	4	NA
dpy-31	NA	NA	NA	2	NA
dpy-6	NA	NA	NA	2	NA
dpyd-1	NA	NA	NA	4	NA
drag-1	NA	NA	NA	2	NA
dre-1	NA	NA	NA	5	NA
drh-1	NA	NA	NA	1	NA
drh-3	NA	NA	NA	3	NA
dro-1	NA	NA	NA	2	NA
drp-1	NA	NA	NA	3	NA
drr-1	NA	NA	NA	2	NA
drr-2	NA	NA	NA	3	NA
drsh-1	NA	NA	NA	3	NA
dsh-1	NA	NA	NA	5	NA
dsh-2	NA	NA	NA	3	NA
dsl-1	NA	NA	NA	1	NA
dsl-2	NA	NA	NA	4	NA
dsl-3	NA	NA	NA	2	NA
dsl-5	NA	NA	NA	2	NA
dsl-6	NA	NA	NA	2	NA
dss-1	NA	NA	NA	4	NA
duo-1	NA	NA	NA	5	NA
duo-3	NA	NA	NA	3	NA
duox-2	NA	NA	NA	2	NA
dur-1	NA	NA	NA	2	NA
dut-1	NA	NA	NA	1	NA
dve-1	NA	NA	NA	2	NA
dyb-1	NA	NA	NA	1	NA
dyc-1	NA	NA	NA	2	NA
dyci-1	NA	NA	NA	3	NA
dyf-1	NA	NA	NA	2	NA
dyf-11	NA	NA	NA	2	NA
dyf-14	NA	NA	NA	2	NA
dyf-3	NA	NA	NA	2	NA
dylt-1	NA	NA	NA	5	NA
dylt-3	NA	NA	NA	2	NA
dyn-1	NA	NA	NA	3	NA
dyrb-1	NA	NA	NA	5	NA
dys-1	NA	NA	NA	2	NA
eaf-1	NA	NA	NA	1	NA
eak-7	NA	NA	NA	4	NA
ears-1	NA	NA	NA	5	NA
ears-2	NA	NA	NA	3	NA
eat-16	NA	NA	NA	1	NA
eat-20	NA	NA	NA	3	NA
eat-3	NA	NA	NA	3	NA
eat-4	NA	NA	NA	4	NA
eat-5	NA	NA	NA	2	NA
eat-6	NA	NA	NA	5	NA
ebp-1	NA	NA	NA	1	NA
ebp-2	NA	NA	NA	1	NA
ech-1	NA	NA	NA	2	NA
ech-2	NA	NA	NA	5	NA
ech-3	NA	NA	NA	1	NA
ech-4	NA	NA	NA	5	NA
ech-5	NA	NA	NA	2	NA
ech-6	NA	NA	NA	3	NA
ech-8	NA	NA	NA	2	NA
ect-2	NA	NA	NA	3	NA
edc-3	NA	NA	NA	3	NA
eea-1	NA	NA	NA	3	NA
eef-1A.1	NA	NA	NA	4	NA
eef-1A.2	NA	NA	NA	4	NA
eef-1B.1	NA	NA	NA	4	NA
eef-1B.2	NA	NA	NA	3	NA
eef-1G	NA	NA	NA	4	NA
eef-2	NA	NA	NA	4	NA
eel-1	NA	NA	NA	3	NA
efa-6	NA	NA	NA	3	NA
efk-1	NA	NA	NA	3	NA
efl-1	NA	NA	NA	4	NA
efl-2	NA	NA	NA	2	NA
efn-2	NA	NA	NA	5	NA
efn-4	NA	NA	NA	2	NA
eftu-2	NA	NA	NA	1	NA
egal-1	NA	NA	NA	2	NA
egg-1	NA	NA	NA	5	NA
egg-2	NA	NA	NA	5	NA
egg-3	NA	NA	NA	3	NA
egg-4	NA	NA	NA	5	NA
egg-5	NA	NA	NA	5	NA
